area_code,area_name,total_persons_health,n_very_good,n_good,n_fair,n_bad,n_very_bad,pct_very_good,pct_good,pct_fair,pct_bad,pct_very_bad,n_bad_or_very_bad,pct_bad_or_very_bad,total_persons_econ,n_active_total,n_employee_part_time,n_employee_full_time,n_self_emp_with_employees_part_time,n_self_emp_with_employees_full_time,n_self_emp_without_employees_part_time,n_self_emp_without_employees_full_time,n_unemployed,n_full_time_student_active,n_inactive_total,n_retired,n_student_inactive,n_looking_after_home_family,n_long_term_sick_disabled,n_other_inactive,pct_active_total,pct_employee_part_time,pct_employee_full_time,pct_self_emp_with_employees_part_time,pct_self_emp_with_employees_full_time,pct_self_emp_without_employees_part_time,pct_self_emp_without_employees_full_time,pct_unemployed,pct_full_time_student_active,pct_inactive_total,pct_retired,pct_student_inactive,pct_looking_after_home_family,pct_long_term_sick_disabled,pct_other_inactive,pct_unemployed_of_total
E06000027,Torbay UA,130959,54614,45098,21355,7625,2267,41.7,34.4,16.3,5.8,1.7,9892,7.5,94000,61795,14782,29537,421,1999,2683,5644,4275,2454,32205,18416,3032,3624,5454,1679,65.7,15.7,31.4,0.4,2.1,2.9,6.0,4.5,2.6,34.3,19.6,3.2,3.9,5.8,1.8,4.547872340425532
E06000054,Wiltshire UA,470981,234318,160362,57221,14974,4106,49.8,34.0,12.1,3.2,0.9,19080,4.1000000000000005,339595,250792,50806,143218,1269,6965,10635,19233,9999,8667,88803,49893,11119,13554,9102,5135,73.9,15.0,42.2,0.4,2.1,3.1,5.7,2.9,2.6,26.1,14.7,3.3,4.0,2.7,1.5,2.944389640601304
E07000040,East Devon,132457,58004,47716,19960,5285,1492,43.8,36.0,15.1,4.0,1.1,6777,5.1,92782,62455,14837,30193,513,2626,3614,6295,2270,2107,30327,20750,2719,3038,2617,1203,67.3,16.0,32.5,0.6,2.8,3.9,6.8,2.4,2.3,32.7,22.4,2.9,3.3,2.8,1.3,2.446595244767304
E07000041,Exeter,117773,58775,39301,14075,4331,1291,49.9,33.4,12.0,3.7,1.1,5622,4.800000000000001,89544,60870,13348,33015,218,1172,1878,3502,2739,4998,28674,9976,11484,2634,3127,1453,68.0,14.9,36.9,0.2,1.3,2.1,3.9,3.1,5.6,32.0,11.1,12.8,2.9,3.5,1.6,3.0588314124899494
E07000042,Mid Devon,77750,36263,27554,10398,2785,750,46.6,35.4,13.4,3.6,1.0,3535,4.6,55847,40218,8789,20163,292,1584,2174,4512,1513,1191,15629,9194,1775,2072,1739,849,72.0,15.7,36.1,0.5,2.8,3.9,8.1,2.7,2.1,28.0,16.5,3.2,3.7,3.1,1.5,2.7091876018407435
E07000043,North Devon,93667,43441,31704,13264,4064,1194,46.4,33.8,14.2,4.3,1.3,5258,5.6,67507,47119,11045,22505,363,1883,2409,5177,2052,1685,20388,12257,2023,2584,2477,1047,69.8,16.4,33.3,0.5,2.8,3.6,7.7,3.0,2.5,30.2,18.2,3.0,3.8,3.7,1.6,3.039684773430904
E07000044,South Hams,83140,39414,28574,11075,3156,921,47.4,34.4,13.3,3.8,1.1,4077,4.9,60617,41639,9180,18979,403,1969,3196,5008,1422,1482,18978,12247,1974,1968,1868,921,68.7,15.1,31.3,0.7,3.2,5.3,8.3,2.3,2.4,31.3,20.2,3.3,3.2,3.1,1.5,2.345876569279245
E07000045,Teignbridge,124220,55819,43342,18237,5268,1554,44.9,34.9,14.7,4.2,1.3,6822,5.5,89471,61845,14300,30983,460,2269,3259,5837,2477,2260,27626,17009,2694,2944,3182,1797,69.1,16.0,34.6,0.5,2.5,3.6,6.5,2.8,2.5,30.9,19.0,3.0,3.3,3.6,2.0,2.768494819550469
E07000046,Torridge,63839,27787,22242,9843,3128,839,43.5,34.8,15.4,4.9,1.3,3967,6.2,46510,31158,7250,13948,261,1455,1856,3922,1586,880,15352,9527,1428,1796,1879,722,67.0,15.6,30.0,0.6,3.1,4.0,8.4,3.4,1.9,33.0,20.5,3.1,3.9,4.0,1.6,3.4100193506772736
E07000047,West Devon,53553,24556,18599,7646,2120,632,45.9,34.7,14.3,4.0,1.2,2752,5.2,38941,26543,5918,12110,228,1188,1740,3289,1197,873,12398,7630,1272,1338,1333,825,68.2,15.2,31.1,0.6,3.1,4.5,8.4,3.1,2.2,31.8,19.6,3.3,3.4,3.4,2.1,3.0738809994607226
E07000048,Christchurch,47752,20203,17116,7681,2208,544,42.3,35.8,16.1,4.6,1.1,2752,5.699999999999999,32645,21420,5102,10786,155,659,1072,1857,1007,782,11225,7490,1067,1159,1054,455,65.6,15.6,33.0,0.5,2.0,3.3,5.7,3.1,2.4,34.4,22.9,3.3,3.6,3.2,1.4,3.084699035074284
E07000049,East Dorset,87166,39505,31183,12436,3162,880,45.3,35.8,14.3,3.6,1.0,4042,4.6,61047,41576,9661,21297,290,1361,2168,3826,1309,1664,19471,13495,1617,2239,1354,766,68.1,15.8,34.9,0.5,2.2,3.6,6.3,2.1,2.7,31.9,22.1,2.6,3.7,2.2,1.3,2.144249512670565
E07000050,North Dorset,68583,32782,24146,8808,2266,581,47.8,35.2,12.8,3.3,0.8,2847,4.1,49140,34878,7183,18705,242,1184,1838,3462,1301,963,14262,8374,1896,1817,1302,873,71.0,14.6,38.1,0.5,2.4,3.7,7.0,2.6,2.0,29.0,17.0,3.9,3.7,2.6,1.8,2.647537647537648
E07000051,Purbeck,44973,20231,16148,6340,1782,472,45.0,35.9,14.1,4.0,1.0,2254,5.0,32379,22400,5222,11568,171,752,1102,1928,899,758,9979,6493,909,1131,952,494,69.2,16.1,35.7,0.5,2.3,3.4,6.0,2.8,2.3,30.8,20.1,2.8,3.5,2.9,1.5,2.776490935482874
E07000052,West Dorset,99264,44070,35640,14604,3878,1072,44.4,35.9,14.7,3.9,1.1,4950,5.0,70359,47566,10923,23139,387,1924,3035,4904,1616,1638,22793,14917,2363,2415,2063,1035,67.6,15.5,32.9,0.6,2.7,4.3,7.0,2.3,2.3,32.4,21.2,3.4,3.4,2.9,1.5,2.296792165892068
E07000053,Weymouth and Portland,65167,27562,23933,9802,2952,918,42.3,36.7,15.0,4.5,1.4,3870,5.9,47871,32103,8174,16457,157,867,1119,2272,1854,1203,15768,8694,1484,1795,2355,1440,67.1,17.1,34.4,0.3,1.8,2.3,4.7,3.9,2.5,32.9,18.2,3.1,3.7,4.9,3.0,3.87290844143636
E07000078,Cheltenham,115732,57758,39722,13631,3637,984,49.9,34.3,11.8,3.1,0.9,4621,4.0,86090,62763,11506,36092,277,1395,2339,4229,2878,4047,23327,10916,5402,3049,2583,1377,72.9,13.4,41.9,0.3,1.6,2.7,4.9,3.3,4.7,27.1,12.7,6.3,3.5,3.0,1.6,3.343013125798583
E07000079,Cotswold,82881,40433,29067,10220,2498,663,48.8,35.1,12.3,3.0,0.8,3161,3.8,60075,43206,8703,21933,350,1926,2779,4612,1491,1412,16869,9762,2666,2321,1290,830,71.9,14.5,36.5,0.6,3.2,4.6,7.7,2.5,2.4,28.1,16.2,4.4,3.9,2.1,1.4,2.481897627965044
E07000080,Forest of Dean,81961,36281,29340,11879,3535,926,44.3,35.8,14.5,4.3,1.1,4461,5.4,60341,41490,9008,21356,242,1402,1949,3877,2084,1572,18851,10701,2640,2327,2244,939,68.8,14.9,35.4,0.4,2.3,3.2,6.4,3.5,2.6,31.2,17.7,4.4,3.9,3.7,1.6,3.453704777845909
E07000081,Gloucester,121688,56655,43150,15933,4616,1334,46.6,35.5,13.1,3.8,1.1,5950,4.9,88942,65740,14303,38442,217,1095,1454,3479,3791,2959,23202,10726,3705,3522,3517,1732,73.9,16.1,43.2,0.2,1.2,1.6,3.9,4.3,3.3,26.1,12.1,4.2,4.0,4.0,1.9,4.262328258865328
E07000082,Stroud,112779,53779,39711,14441,3783,1065,47.7,35.2,12.8,3.4,0.9,4848,4.3,81955,59980,12899,31910,370,1919,3276,5215,2306,2085,21975,12806,2929,2866,2275,1099,73.2,15.7,38.9,0.5,2.3,4.0,6.4,2.8,2.5,26.8,15.6,3.6,3.5,2.8,1.3,2.813739247147825
E07000083,Tewkesbury,81943,39036,29183,10213,2703,808,47.6,35.6,12.5,3.3,1.0,3511,4.3,59685,43454,9008,24881,229,1239,1805,3184,1682,1426,16231,10057,1772,2155,1417,830,72.8,15.1,41.7,0.4,2.1,3.0,5.3,2.8,2.4,27.2,16.9,3.0,3.6,2.4,1.4,2.818128508000336
E07000187,Mendip,109279,51153,38270,14619,4137,1100,46.8,35.0,13.4,3.8,1.0,5237,4.8,78653,56462,12726,28252,391,1959,3275,5569,2297,1993,22191,12049,3333,2934,2594,1281,71.8,16.2,35.9,0.5,2.5,4.2,7.1,2.9,2.5,28.2,15.3,4.2,3.7,3.3,1.6,2.920422615793422
E07000188,Sedgemoor,114588,51044,40291,16930,4994,1329,44.5,35.2,14.8,4.4,1.2,6323,5.6000000000000005,82903,57966,13097,30108,311,1846,2445,4944,2972,2243,24937,14122,2793,3357,3299,1366,69.9,15.8,36.3,0.4,2.2,2.9,6.0,3.6,2.7,30.1,17.0,3.4,4.0,4.0,1.6,3.584912488088489
E07000189,South Somerset,161243,73277,57906,22282,6115,1663,45.4,35.9,13.8,3.8,1.0,7778,4.8,115790,82390,18305,44645,430,2452,3630,7036,3170,2722,33400,20745,3418,4125,3539,1573,71.2,15.8,38.6,0.4,2.1,3.1,6.1,2.7,2.4,28.8,17.9,3.0,3.6,3.1,1.4,2.737714828568961
E07000190,Taunton Deane,110187,51946,38014,14854,4225,1148,47.1,34.5,13.5,3.8,1.0,5373,4.8,78921,56832,12872,30983,290,1546,2232,4357,2223,2329,22089,12292,3124,2675,2838,1160,72.0,16.3,39.3,0.4,2.0,2.8,5.5,2.8,3.0,28.0,15.6,4.0,3.4,3.6,1.5,2.816740791424336
E07000191,West Somerset,34675,14080,12620,5741,1756,478,40.6,36.4,16.6,5.1,1.4,2234,6.5,24918,16118,3626,7290,139,742,1123,2065,688,445,8800,5764,754,844,1047,391,64.7,14.6,29.3,0.6,3.0,4.5,8.3,2.8,1.8,35.3,23.1,3.0,3.4,4.2,1.6,2.761056264547717
W06000001,Isle of Anglesey,69751,33492,21309,10541,3413,996,48.0,30.6,15.1,4.9,1.4,4409,6.300000000000001,50818,33023,6949,17274,247,1134,1157,2662,2381,1219,17795,10150,2266,1891,2592,896,65.0,13.7,34.0,0.5,2.2,2.3,5.2,4.7,2.4,35.0,20.0,4.5,3.7,5.1,1.8,4.685347711440828
W06000002,Gwynedd,121874,61396,37383,16593,4998,1504,50.4,30.7,13.6,4.1,1.2,6502,5.3,88913,57995,12300,27834,373,2464,2326,5766,3176,3756,30918,14561,7814,3062,3867,1614,65.2,13.8,31.3,0.4,2.8,2.6,6.5,3.6,4.2,34.8,16.4,8.8,3.4,4.3,1.8,3.572031086567769
W06000003,Conwy,115228,52335,36977,17874,6237,1805,45.4,32.1,15.5,5.4,1.6,8042,7.0,81906,53792,12398,26697,346,2077,1948,4773,3362,2191,28114,16178,3453,2684,4363,1436,65.7,15.1,32.6,0.4,2.5,2.4,5.8,4.1,2.7,34.3,19.8,4.2,3.3,5.3,1.8,4.104705393988231
W06000004,Denbighshire,93734,43690,29420,13770,5341,1513,46.6,31.4,14.7,5.7,1.6,6854,7.300000000000001,67676,44409,9696,23121,265,1587,1518,3601,2857,1764,23267,12487,3239,2314,4088,1139,65.6,14.3,34.2,0.4,2.3,2.2,5.3,4.2,2.6,34.4,18.5,4.8,3.4,6.0,1.7,4.221585200070926
W06000005,Flintshire,152506,74216,49498,20114,6774,1904,48.7,32.5,13.2,4.4,1.2,8678,5.6000000000000005,112325,78957,16875,45785,372,1844,2052,4611,4332,3086,33368,18839,4240,3858,4829,1602,70.3,15.0,40.8,0.3,1.6,1.8,4.1,3.9,2.7,29.7,16.8,3.8,3.4,4.3,1.4,3.856665924771868
W06000006,Wrexham,134844,63642,43813,19009,6531,1849,47.2,32.5,14.1,4.8,1.4,8380,6.199999999999999,98691,68413,14567,39011,316,1740,1692,3797,4128,3162,30278,14983,4409,3799,5269,1818,69.3,14.8,39.5,0.3,1.8,1.7,3.8,4.2,3.2,30.7,15.2,4.5,3.8,5.3,1.8,4.182752226646807
W06000023,Powys,132976,59511,45459,19857,6375,1774,44.8,34.2,14.9,4.8,1.3,8149,6.1,96069,66846,13955,31210,482,3109,3399,9715,2928,2048,29223,17283,3539,3036,3926,1439,69.6,14.5,32.5,0.5,3.2,3.5,10.1,3.0,2.1,30.4,18.0,3.7,3.2,4.1,1.5,3.047809387003092
W06000008,Ceredigion,75922,35796,24369,10946,3660,1151,47.1,32.1,14.4,4.8,1.5,4811,6.3,57405,35064,6612,15161,218,1587,1776,4677,1469,3564,22341,9550,7835,1610,2521,825,61.1,11.5,26.4,0.4,2.8,3.1,8.1,2.6,6.2,38.9,16.6,13.6,2.8,4.4,1.4,2.559010539151642
W06000009,Pembrokeshire,122439,55535,39889,18684,6383,1948,45.4,32.6,15.3,5.2,1.6,8331,6.800000000000001,88049,58120,13507,27231,449,2675,2652,6087,3555,1964,29929,16505,3311,3766,4693,1654,66.0,15.3,30.9,0.5,3.0,3.0,6.9,4.0,2.2,34.0,18.7,3.8,4.3,5.3,1.9,4.037524560188077
W06000010,Carmarthenshire,183777,82638,55618,30011,11475,4035,45.0,30.3,16.3,6.2,2.2,15510,8.4,132930,86217,18475,44839,498,2952,2955,8237,4962,3299,46713,24097,5992,5007,9055,2562,64.9,13.9,33.7,0.4,2.2,2.2,6.2,3.7,2.5,35.1,18.1,4.5,3.8,6.8,1.9,3.7327916948770032
W06000011,Swansea,239023,116295,69978,33402,14473,4875,48.7,29.3,14.0,6.1,2.0,19348,8.1,176971,111460,25141,59606,558,2708,2858,5542,6831,8216,65511,27684,15342,6565,12146,3774,63.0,14.2,33.7,0.3,1.5,1.6,3.1,3.9,4.6,37.0,15.6,8.7,3.7,6.9,2.1,3.8599544558147945
W06000012,Neath Port Talbot,139812,62849,39694,22640,11028,3601,45.0,28.4,16.2,7.9,2.6,14629,10.5,102986,64110,14335,36977,268,1257,1368,3015,4630,2260,38876,17837,4397,4446,9839,2357,62.3,13.9,35.9,0.3,1.2,1.3,2.9,4.5,2.2,37.7,17.3,4.3,4.3,9.6,2.3,4.495756704794827
W06000013,Bridgend,139178,64134,41659,21002,9459,2924,46.1,29.9,15.1,6.8,2.1,12383,8.9,102805,66449,14633,38066,272,1495,1556,3411,4687,2329,36356,17204,4228,3986,7899,3039,64.6,14.2,37.0,0.3,1.5,1.5,3.3,4.6,2.3,35.4,16.7,4.1,3.9,7.7,3.0,4.5591167744759495
W06000014,The Vale of Glamorgan,126336,60656,40486,17123,6191,1880,48.0,32.0,13.6,4.9,1.5,8071,6.4,91816,63384,13657,34955,375,2039,2101,4016,3956,2285,28432,14912,4235,3362,4414,1509,69.0,14.9,38.1,0.4,2.2,2.3,4.4,4.3,2.5,31.0,16.2,4.6,3.7,4.8,1.6,4.308617234468938
W06000015,Cardiff,346090,174329,107477,42014,16745,5525,50.4,31.1,12.1,4.8,1.6,22270,6.4,260268,174753,32468,97170,750,3901,4622,9044,11566,15232,85515,27061,28383,10403,13477,6191,67.1,12.5,37.3,0.3,1.5,1.8,3.5,4.4,5.9,32.9,10.4,10.9,4.0,5.2,2.4,4.443880922741174
W06000016,Rhondda Cynon Taf,234410,105154,69544,37208,17396,5108,44.9,29.7,15.9,7.4,2.2,22504,9.6,172047,108730,23068,61225,402,2423,2181,6027,8104,5300,63317,27595,9914,7007,14854,3947,63.2,13.4,35.6,0.2,1.4,1.3,3.5,4.7,3.1,36.8,16.0,5.8,4.1,8.6,2.3,4.710340778973188
W06000024,Merthyr Tydfil,58802,25948,16961,9324,4908,1661,44.1,28.8,15.9,8.3,2.8,6569,11.1,43377,27833,5913,15882,111,592,501,1286,2481,1067,15544,6690,2078,1678,4107,991,64.2,13.6,36.6,0.3,1.4,1.2,3.0,5.7,2.5,35.8,15.4,4.8,3.9,9.5,2.3,5.719620997302718
W06000018,Caerphilly,178806,79382,54272,28488,12844,3820,44.4,30.4,15.9,7.2,2.1,16664,9.3,130950,84932,17292,50160,342,1842,1657,4061,6731,2847,46018,21032,5869,5645,10731,2741,64.9,13.2,38.3,0.3,1.4,1.3,3.1,5.1,2.2,35.1,16.1,4.5,4.3,8.2,2.1,5.140129820542192
W06000019,Blaenau Gwent,69814,29269,21385,11696,5692,1772,41.9,30.6,16.8,8.2,2.5,7464,10.7,51809,32145,6763,18147,132,586,522,1366,3557,1072,19664,8709,2245,2312,4995,1403,62.0,13.1,35.0,0.3,1.1,1.0,2.6,6.9,2.1,38.0,16.8,4.3,4.5,9.6,2.7,6.86560250149588
W06000020,Torfaen,91075,39398,29619,14155,5965,1938,43.3,32.5,15.5,6.5,2.1,7903,8.6,66107,43820,9535,25574,177,854,793,2032,3163,1692,22287,11115,2662,2897,4410,1203,66.3,14.4,38.7,0.3,1.3,1.2,3.1,4.8,2.6,33.7,16.8,4.0,4.4,6.7,1.8,4.784667281830971
W06000021,Monmouthshire,91323,42365,30742,12800,4173,1243,46.4,33.7,14.0,4.6,1.4,5416,6.0,66107,45272,9352,24246,293,1648,2001,4014,2217,1501,20835,11640,2838,2426,2646,1285,68.5,14.1,36.7,0.4,2.5,3.0,6.1,3.4,2.3,31.5,17.6,4.3,3.7,4.0,1.9,3.3536539246978387
W06000022,Newport,145736,66667,47811,20538,8161,2559,45.7,32.8,14.1,5.6,1.8,10720,7.399999999999999,105141,71011,15531,39177,318,1593,1615,3368,5616,3793,34130,15389,5591,4642,6039,2469,67.5,14.8,37.3,0.3,1.5,1.5,3.2,5.3,3.6,32.5,14.6,5.3,4.4,5.7,2.3,5.341398693183439
